Site,Year,ID,AFL,lon,lat,x,y,alt,july mean,july range,july rain,july max,genetics,short grass area,short grass stddist,short grass disp,woodland area,woodland stddist,woodland disp,urban area,urban stddist,urban disp,other grass area,other grass stddist,other grass disp,arable area,arable stddist,arable disp,other area,other stddist,other disp,roost_size
Hosted Keynes,2005,X0616,51.4,-0.027923107,51.03592786,538254,128195,83,16.7,9.9,47,21.7,1,200957385.7,8857,749,126961480.7,8655,1852,35174544.66,9605,2331,34609524.08,7776,2176,90777430.48,9032,1567,11852387.81,6383,4275,40
Hurstpeirpoint,2005,X0618,52.5,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2005,X0619,54.5,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2005,X0620,55.5,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2005,X0621,52.3,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2006,X0632,56.7,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2006,X0633,52.4,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2006,X0634,51.9,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2006,X0635,53.6,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Hurstpeirpoint,2006,X0655,52.7,-0.180913706,50.93694316,527801,116914,30,16.8,9.9,46,21.8,1,238038195.4,8759,162,52756810.27,8680,2824,53535281.94,8285,5107,23097824.42,8880,1816,131073757.5,8595,1652,2352706.35,10171,2304,20
Laggan House,2004,M9465,54.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9474,55.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9476,53.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9477,54.2,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9478,54.6,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9479,52.7,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9481,51,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2004,M9482,55,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1763,52,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1764,53.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1765,54.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1766,55.35,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1767,53.6,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1768,54.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1769,53.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1770,51.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1771,52.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1772,50,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1773,54.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1774,54.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1775,54.6,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1776,51.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1777,51.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1778,52,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1779,53.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1780,52.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1781,55.45,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1782,53.1,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1783,53.6,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1784,49.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1785,53.2,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1786,53,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1787,53.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1788,54.1,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1789,52.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1790,51.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1791,52.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2005,X1792,54.1,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2451,52.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2452,51.7,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2453,54.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2454,53.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2455,53.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2456,56.2,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2457,52,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2458,52.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2459,54.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2461,52.1,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2462,54.8,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2463,57.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2464,53.4,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2465,53.9,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2466,54.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2467,53,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2468,52.5,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2469,53.3,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
Laggan House,2006,X2470,53,-2.36962773,51.39518835,374287,166359,152,16,8.9,56,20.5,3,182316468.8,8712,388,40366630,8391,1260,54372042.48,7928,2858,33816391.38,8511,990,188420768,9399,555,1975871.72,9252,1864,120
"Eastborne, Langney",1987,E8607,54.5,0.311961442,50.80220269,562894,102904,3,17.1,9.3,47,21.8,1,132428231.5,7866,4599,24829119.93,7596,4957,38698587.69,6539,1106,36959304.15,5090,4218,67189139.17,7372,5963,6135796.61,8044,1893,
"Eastborne, Langney",1987,E8608,51.8,0.311961442,50.80220269,562894,102904,3,17.1,9.3,47,21.8,1,132428231.5,7866,4599,24829119.93,7596,4957,38698587.69,6539,1106,36959304.15,5090,4218,67189139.17,7372,5963,6135796.61,8044,1893,
"Eastborne, Langney",1987,E8609,51.4,0.311961442,50.80220269,562894,102904,3,17.1,9.3,47,21.8,1,132428231.5,7866,4599,24829119.93,7596,4957,38698587.69,6539,1106,36959304.15,5090,4218,67189139.17,7372,5963,6135796.61,8044,1893,
Locks Green,2005,X0608,52.6,-0.197879475,50.91771886,526661,114747,35,16.9,9.8,46,21.8,1,227424956.3,8603,581,44646182.34,8576,3204,59995914.98,8044,4574,19747166.46,8210,1802,126099120.4,8535,2120,3422705.91,7707,6646,5
Locks Green,2005,X0609,52.4,-0.197879475,50.91771886,526661,114747,35,16.9,9.8,46,21.8,1,227424956.3,8603,581,44646182.34,8576,3204,59995914.98,8044,4574,19747166.46,8210,1802,126099120.4,8535,2120,3422705.91,7707,6646,5
Locks Green,2005,X0610,52.9,-0.197879475,50.91771886,526661,114747,35,16.9,9.8,46,21.8,1,227424956.3,8603,581,44646182.34,8576,3204,59995914.98,8044,4574,19747166.46,8210,1802,126099120.4,8535,2120,3422705.91,7707,6646,5
Mangerton,2010,X2553,53.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2554,53.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2555,54.6,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2556,54,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2557,53.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2558,53.6,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2559,51.7,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2560,52.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2561,51.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2562,53.7,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2563,51.8,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2564,52.2,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2565,53.3,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2566,51.3,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2567,53.1,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2568,54,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2569,52,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2570,52.3,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2010,X2571,51.1,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1888,53.6,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1889,52.8,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1890,50.1,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1891,52.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1892,52.2,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1893,50,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1894,52.3,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1895,50.6,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1896,52.4,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1897,53.2,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Mangerton,2011,X1898,53.9,-2.72498037,50.7585867,348870,95757.3,35,16.6,8.3,53,20.8,3,183065301.9,8343,2395,28209246.72,8120,3094,8679064,6588,1506,46603538.02,8247,3022,141239334.4,8330,1625,3447890.48,7823,4485,60
Newport,2010,X1827,52.7,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Newport,2010,X1831,50.9,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Newport,2010,X1832,52.2,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Newport,2010,X1834,52,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Newport,2010,X1835,53.6,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Newport,2010,X1837,51.5,-1.293318278,50.6879261,449914,87888.3,39,17.1,9.1,46,21.7,2,113516648.4,7732,1654,44188113.67,7767,98,29875374.55,7457,4020,24517131.74,7060,3672,129234792.1,7369,2523,9352371.24,9196,258,25
Offam,1987,E8548,55.3,-0.008318895,50.8914534,540062,112170,2,17.1,9.8,46,22,1,231164255.3,8479,684,42210265.99,8282,4054,49179798,8759,5100,22253829.62,8613,2500,134014785.2,8349,1938,3290850.1,9126,3612,
Offam,1987,E8549,51.1,-0.008318895,50.8914534,540062,112170,2,17.1,9.8,46,22,1,231164255.3,8479,684,42210265.99,8282,4054,49179798,8759,5100,22253829.62,8613,2500,134014785.2,8349,1938,3290850.1,9126,3612,
Palehouse common,2006,X0636,54.8,0.130903048,50.94825605,549669,118758,41,17,9.6,47,21.8,1,243153360.7,8782,342,79874352.24,8440,2506,20002961.46,9662,1545,23190721.03,8797,4172,128109420.1,8446,2700,6270410.12,8566,6630,5
